current_time,temp,deg,speed,humidity,pressure,City
22-Jan-2021 03:00:00,29.95,230,6.71,81,1004,Boston
22-Jan-2021 06:00:00,30.52,234,6.49,88,1002,Boston
22-Jan-2021 09:00:00,31.64,249,6.4,91,1001,Boston
22-Jan-2021 12:00:00,31.53,262,7.14,94,1001,Boston
22-Jan-2021 15:00:00,35.98,272,7.76,79,1002,Boston
22-Jan-2021 18:00:00,40.14,274,6.38,65,1002,Boston
22-Jan-2021 21:00:00,39.36,263,5.21,68,1003,Boston
23-Jan-2021 00:00:00,35.56,268,7.85,80,1005,Boston
23-Jan-2021 03:00:00,32.92,298,11.99,84,1007,Boston
23-Jan-2021 06:00:00,28.99,287,12.21,83,1007,Boston
23-Jan-2021 09:00:00,27.16,294,13.31,81,1008,Boston
23-Jan-2021 12:00:00,24.73,296,13.44,79,1009,Boston
23-Jan-2021 15:00:00,25.7,301,14.85,76,1009,Boston
23-Jan-2021 18:00:00,27.77,305,15.82,73,1009,Boston
23-Jan-2021 21:00:00,25.36,305,17.94,75,1010,Boston
24-Jan-2021 00:00:00,22.3,304,17.36,78,1012,Boston
24-Jan-2021 03:00:00,20.35,300,16.53,78,1013,Boston
24-Jan-2021 06:00:00,21.52,297,16.62,75,1013,Boston
24-Jan-2021 09:00:00,21.81,298,16.17,72,1013,Boston
24-Jan-2021 12:00:00,21.27,294,15.12,71,1013,Boston
24-Jan-2021 15:00:00,24.24,291,15.82,70,1013,Boston
24-Jan-2021 18:00:00,29.64,291,15.39,68,1011,Boston
24-Jan-2021 21:00:00,29.52,295,15.01,73,1012,Boston
25-Jan-2021 00:00:00,27.61,305,14.12,78,1013,Boston
25-Jan-2021 03:00:00,26.08,306,13.2,80,1014,Boston
25-Jan-2021 06:00:00,24.21,308,10.69,82,1014,Boston
25-Jan-2021 09:00:00,23.83,298,9.44,82,1014,Boston
25-Jan-2021 12:00:00,23.54,297,9.66,81,1014,Boston
25-Jan-2021 15:00:00,28.56,296,10.42,77,1015,Boston
25-Jan-2021 18:00:00,34,309,12.03,68,1013,Boston
25-Jan-2021 21:00:00,32.41,314,11.68,74,1014,Boston
26-Jan-2021 00:00:00,29.25,315,9.53,79,1014,Boston
26-Jan-2021 03:00:00,27.68,332,8.19,80,1014,Boston
26-Jan-2021 06:00:00,26.62,344,6.02,81,1014,Boston
26-Jan-2021 09:00:00,25.14,356,6.62,83,1013,Boston
26-Jan-2021 12:00:00,24.17,352,5.23,84,1014,Boston
26-Jan-2021 15:00:00,26.96,341,4.76,81,1014,Boston
26-Jan-2021 18:00:00,31.84,355,3.58,80,1013,Boston
26-Jan-2021 21:00:00,31.93,327,2.33,78,1014,Boston
27-Jan-2021 00:00:00,29.84,317,5.5,80,1016,Boston
22-Jan-2021 03:00:00,65.75,278,3.6,96,1013,Houston
22-Jan-2021 06:00:00,64.67,232,2.73,94,1013,Houston
22-Jan-2021 09:00:00,64.11,258,4.7,92,1012,Houston
22-Jan-2021 12:00:00,63.27,283,4.29,82,1013,Houston
22-Jan-2021 15:00:00,63.55,217,1.61,75,1014,Houston
22-Jan-2021 18:00:00,67.64,299,4.36,62,1014,Houston
22-Jan-2021 21:00:00,69.55,331,0.94,58,1012,Houston
23-Jan-2021 00:00:00,68.14,53,1.16,62,1013,Houston
23-Jan-2021 03:00:00,65.32,39,2.75,71,1015,Houston
23-Jan-2021 06:00:00,62.92,67,5.53,87,1016,Houston
23-Jan-2021 09:00:00,61.16,65,8.99,86,1016,Houston
23-Jan-2021 12:00:00,59.13,82,7.27,84,1016,Houston
23-Jan-2021 15:00:00,59.76,80,6.4,81,1018,Houston
23-Jan-2021 18:00:00,62.35,85,7.76,76,1017,Houston
23-Jan-2021 21:00:00,64.9,93,7.67,74,1015,Houston
24-Jan-2021 00:00:00,64.31,114,8.57,80,1015,Houston
24-Jan-2021 03:00:00,62.76,106,9.13,85,1015,Houston
24-Jan-2021 06:00:00,62.29,112,7.09,91,1015,Houston
24-Jan-2021 09:00:00,63.37,119,7.31,96,1013,Houston
24-Jan-2021 12:00:00,64.26,125,7.83,97,1013,Houston
24-Jan-2021 15:00:00,66.36,138,8.08,96,1014,Houston
24-Jan-2021 18:00:00,70.39,155,8.46,89,1012,Houston
24-Jan-2021 21:00:00,73.74,168,14.45,75,1010,Houston
25-Jan-2021 00:00:00,70.83,164,9.75,84,1009,Houston
25-Jan-2021 03:00:00,70.36,165,11.54,90,1009,Houston
25-Jan-2021 06:00:00,70.72,179,10.33,91,1008,Houston
25-Jan-2021 09:00:00,70.7,180,13.98,87,1007,Houston
25-Jan-2021 12:00:00,70.39,188,11.77,86,1007,Houston
25-Jan-2021 15:00:00,70.72,206,11.68,87,1009,Houston
25-Jan-2021 18:00:00,68.9,330,8.68,37,1009,Houston
25-Jan-2021 21:00:00,75.29,313,7.81,24,1008,Houston
26-Jan-2021 00:00:00,71.2,317,6.08,28,1009,Houston
26-Jan-2021 03:00:00,66.87,353,3.89,32,1011,Houston
26-Jan-2021 06:00:00,64.2,12,3.56,36,1011,Houston
26-Jan-2021 09:00:00,62.4,64,3.36,39,1011,Houston
26-Jan-2021 12:00:00,60.69,81,5.95,44,1011,Houston
26-Jan-2021 15:00:00,62.73,84,7.96,42,1012,Houston
26-Jan-2021 18:00:00,64.17,109,8.34,51,1011,Houston
26-Jan-2021 21:00:00,65.41,80,6.06,69,1010,Houston
27-Jan-2021 00:00:00,63.28,57,6.71,77,1010,Houston
22-Jan-2021 03:00:00,56.14,147,1.3,44,1016,San Jose
22-Jan-2021 06:00:00,52.57,176,2.84,50,1016,San Jose
22-Jan-2021 09:00:00,49.08,181,3.33,61,1014,San Jose
22-Jan-2021 12:00:00,46.83,165,4.7,75,1013,San Jose
22-Jan-2021 15:00:00,49.32,285,3,83,1013,San Jose
22-Jan-2021 18:00:00,52.68,243,5.35,61,1013,San Jose
22-Jan-2021 21:00:00,51.8,156,3.89,70,1012,San Jose
23-Jan-2021 00:00:00,53.58,304,2.84,65,1012,San Jose
23-Jan-2021 03:00:00,48.92,278,4.34,77,1012,San Jose
23-Jan-2021 06:00:00,47.12,226,1.7,79,1013,San Jose
23-Jan-2021 09:00:00,46.18,131,1.86,80,1012,San Jose
23-Jan-2021 12:00:00,44.15,35,2.86,81,1012,San Jose
23-Jan-2021 15:00:00,43.59,355,3.27,83,1013,San Jose
23-Jan-2021 18:00:00,49.96,336,5.21,70,1014,San Jose
23-Jan-2021 21:00:00,54.19,331,7.72,54,1013,San Jose
24-Jan-2021 00:00:00,54.03,321,7.29,53,1013,San Jose
24-Jan-2021 03:00:00,46.89,310,3.29,72,1013,San Jose
24-Jan-2021 06:00:00,44.96,266,1.3,77,1014,San Jose
24-Jan-2021 09:00:00,43.92,168,1.45,78,1014,San Jose
24-Jan-2021 12:00:00,43.09,149,2.8,78,1014,San Jose
24-Jan-2021 15:00:00,41.92,173,2.75,80,1014,San Jose
24-Jan-2021 18:00:00,49.73,193,3.85,69,1014,San Jose
24-Jan-2021 21:00:00,53.31,244,4.29,56,1012,San Jose
25-Jan-2021 00:00:00,48.99,249,1.7,79,1010,San Jose
25-Jan-2021 03:00:00,47.3,188,0.87,83,1010,San Jose
25-Jan-2021 06:00:00,45.23,298,8.48,66,1010,San Jose
25-Jan-2021 09:00:00,42.04,308,6.4,69,1008,San Jose
25-Jan-2021 12:00:00,41.34,322,11.21,83,1008,San Jose
25-Jan-2021 15:00:00,41.29,337,12.44,79,1009,San Jose
25-Jan-2021 18:00:00,45.3,338,12.93,58,1010,San Jose
25-Jan-2021 21:00:00,51.24,330,16.93,44,1009,San Jose
26-Jan-2021 00:00:00,51.57,321,14.45,43,1008,San Jose
26-Jan-2021 03:00:00,46.04,318,11.86,54,1010,San Jose
26-Jan-2021 06:00:00,43.86,319,9.64,59,1011,San Jose
26-Jan-2021 09:00:00,41.83,320,6.87,63,1012,San Jose
26-Jan-2021 12:00:00,40.21,314,2.06,69,1013,San Jose
26-Jan-2021 15:00:00,39.63,160,1.57,72,1014,San Jose
26-Jan-2021 18:00:00,49.12,170,4.79,61,1015,San Jose
26-Jan-2021 21:00:00,50.45,169,10,63,1013,San Jose
27-Jan-2021 00:00:00,49.23,181,16.22,82,1010,San Jose
22-Jan-2021 03:00:00,33.08,278,15.05,81,1003,Novi
22-Jan-2021 06:00:00,29.89,283,14.25,89,1005,Novi
22-Jan-2021 09:00:00,24.82,313,14.25,92,1008,Novi
22-Jan-2021 12:00:00,20.98,309,14.43,92,1011,Novi
22-Jan-2021 15:00:00,19.99,306,14.18,90,1014,Novi
22-Jan-2021 18:00:00,21.22,300,13.62,89,1016,Novi
22-Jan-2021 21:00:00,21.15,301,13.69,88,1018,Novi
23-Jan-2021 00:00:00,18.36,308,12.86,89,1020,Novi
23-Jan-2021 03:00:00,16.2,312,13.15,90,1023,Novi
23-Jan-2021 06:00:00,15.21,313,11.14,89,1024,Novi
23-Jan-2021 09:00:00,14.99,313,11.14,90,1026,Novi
23-Jan-2021 12:00:00,14.54,317,9.31,90,1027,Novi
23-Jan-2021 15:00:00,16.39,313,7.38,89,1029,Novi
23-Jan-2021 18:00:00,21.2,310,5.79,87,1029,Novi
23-Jan-2021 21:00:00,22.91,307,5.39,88,1028,Novi
24-Jan-2021 00:00:00,21.56,320,2.19,91,1029,Novi
24-Jan-2021 03:00:00,21.61,20,1.03,91,1028,Novi
24-Jan-2021 06:00:00,22.5,128,4.56,90,1027,Novi
24-Jan-2021 09:00:00,22.87,139,5.5,90,1025,Novi
24-Jan-2021 12:00:00,22.33,144,7.67,96,1023,Novi
24-Jan-2021 15:00:00,24.15,153,9.53,97,1022,Novi
24-Jan-2021 18:00:00,26.28,157,9.33,97,1019,Novi
24-Jan-2021 21:00:00,27.36,171,3.87,97,1018,Novi
25-Jan-2021 00:00:00,25.99,142,1.66,99,1019,Novi
25-Jan-2021 03:00:00,24.22,303,0.72,98,1019,Novi
25-Jan-2021 06:00:00,23.45,5,3.51,98,1019,Novi
25-Jan-2021 09:00:00,21.99,30,4.47,98,1019,Novi
25-Jan-2021 12:00:00,21.63,45,4.92,98,1020,Novi
25-Jan-2021 15:00:00,24.49,54,8.66,97,1018,Novi
25-Jan-2021 18:00:00,28.83,76,7.45,96,1017,Novi
25-Jan-2021 21:00:00,28.96,60,9.71,96,1015,Novi
26-Jan-2021 00:00:00,25.21,45,11.36,96,1015,Novi
26-Jan-2021 03:00:00,25.47,51,10.07,96,1016,Novi
26-Jan-2021 06:00:00,25.66,41,12.41,96,1015,Novi
26-Jan-2021 09:00:00,24.82,24,8.79,97,1016,Novi
26-Jan-2021 12:00:00,23.74,7,9.42,97,1019,Novi
26-Jan-2021 15:00:00,22.93,360,10.07,95,1022,Novi
26-Jan-2021 18:00:00,26.19,349,9.33,94,1022,Novi
26-Jan-2021 21:00:00,25.05,348,8.61,94,1024,Novi
27-Jan-2021 00:00:00,20.88,350,7.49,94,1026,Novi
22-Jan-2021 03:00:00,40.89,242,6.85,60,1006,Washington DC.
22-Jan-2021 06:00:00,39.24,250,7.23,68,1007,Washington DC.
22-Jan-2021 09:00:00,36.72,237,5.77,78,1008,Washington DC.
22-Jan-2021 12:00:00,35.82,241,6.11,81,1009,Washington DC.
22-Jan-2021 15:00:00,43.23,273,8.88,60,1010,Washington DC.
22-Jan-2021 18:00:00,46.47,293,11.23,52,1010,Washington DC.
22-Jan-2021 21:00:00,44.1,305,11.65,55,1011,Washington DC.
23-Jan-2021 00:00:00,37.65,307,11.12,71,1014,Washington DC.
23-Jan-2021 03:00:00,32.52,320,11.41,84,1017,Washington DC.
23-Jan-2021 06:00:00,29.34,320,12.15,83,1018,Washington DC.
23-Jan-2021 09:00:00,27.73,318,11.5,81,1019,Washington DC.
23-Jan-2021 12:00:00,26.94,319,11.79,80,1021,Washington DC.
23-Jan-2021 15:00:00,28.94,315,14.03,77,1023,Washington DC.
23-Jan-2021 18:00:00,32.74,316,14.18,70,1023,Washington DC.
23-Jan-2021 21:00:00,33.42,317,12.39,69,1023,Washington DC.
24-Jan-2021 00:00:00,29.66,318,10.09,79,1026,Washington DC.
24-Jan-2021 03:00:00,27.91,317,10.83,82,1027,Washington DC.
24-Jan-2021 06:00:00,27.27,316,8.77,82,1026,Washington DC.
24-Jan-2021 09:00:00,26.56,322,7.94,81,1026,Washington DC.
24-Jan-2021 12:00:00,25.95,321,5.08,82,1026,Washington DC.
24-Jan-2021 15:00:00,30.74,294,4.14,78,1025,Washington DC.
24-Jan-2021 18:00:00,36.37,258,4.36,64,1022,Washington DC.
24-Jan-2021 21:00:00,37.11,242,1.95,66,1020,Washington DC.
25-Jan-2021 00:00:00,34.29,110,1.95,74,1020,Washington DC.
25-Jan-2021 03:00:00,33.35,98,2.98,79,1020,Washington DC.
25-Jan-2021 06:00:00,33.57,77,2.59,80,1018,Washington DC.
25-Jan-2021 09:00:00,33.76,76,2.71,83,1018,Washington DC.
25-Jan-2021 12:00:00,34,68,4.68,82,1018,Washington DC.
25-Jan-2021 15:00:00,35.13,67,5.7,76,1018,Washington DC.
25-Jan-2021 18:00:00,35.78,72,5.14,77,1016,Washington DC.
25-Jan-2021 21:00:00,33.94,55,6.4,87,1015,Washington DC.
26-Jan-2021 00:00:00,32.79,74,6.33,95,1014,Washington DC.
26-Jan-2021 03:00:00,31.82,72,10.25,98,1013,Washington DC.
26-Jan-2021 06:00:00,31.05,69,10.85,97,1011,Washington DC.
26-Jan-2021 09:00:00,30.76,68,9.89,98,1009,Washington DC.
26-Jan-2021 12:00:00,30.81,51,10.04,98,1010,Washington DC.
26-Jan-2021 15:00:00,29.16,36,9.37,98,1012,Washington DC.
26-Jan-2021 18:00:00,31.78,21,7.56,99,1014,Washington DC.
26-Jan-2021 21:00:00,33.01,1,7.05,95,1017,Washington DC.
27-Jan-2021 00:00:00,29.01,336,4.7,97,1021,Washington DC.
22-Jan-2021 03:00:00,37.6,267,8.66,69,1004,New York
22-Jan-2021 06:00:00,37.62,255,12.24,74,1004,New York
22-Jan-2021 09:00:00,36.5,269,14.72,79,1004,New York
22-Jan-2021 12:00:00,34.95,267,12.17,83,1005,New York
22-Jan-2021 15:00:00,37.49,264,14.94,74,1007,New York
22-Jan-2021 18:00:00,41.02,274,14.9,63,1006,New York
22-Jan-2021 21:00:00,40.59,281,15.35,64,1007,New York
23-Jan-2021 00:00:00,37.63,299,14.25,70,1010,New York
23-Jan-2021 03:00:00,32.36,314,15.64,82,1012,New York
23-Jan-2021 06:00:00,30.67,306,14.2,84,1013,New York
23-Jan-2021 09:00:00,28.54,305,17.31,79,1014,New York
23-Jan-2021 12:00:00,26.65,304,17.49,79,1015,New York
23-Jan-2021 15:00:00,27.55,309,18.3,79,1016,New York
23-Jan-2021 18:00:00,29.28,314,19.86,75,1017,New York
23-Jan-2021 21:00:00,28.63,312,19.91,76,1018,New York
24-Jan-2021 00:00:00,25.84,312,20.38,75,1020,New York
24-Jan-2021 03:00:00,24.39,312,18.72,76,1021,New York
24-Jan-2021 06:00:00,23.86,309,17.56,78,1021,New York
24-Jan-2021 09:00:00,23.38,305,17.83,78,1021,New York
24-Jan-2021 12:00:00,22.98,309,17.22,77,1021,New York
24-Jan-2021 15:00:00,25.39,307,15.17,76,1021,New York
24-Jan-2021 18:00:00,30.38,302,14.03,74,1019,New York
24-Jan-2021 21:00:00,31.42,300,13.71,76,1018,New York
25-Jan-2021 00:00:00,30.06,304,12.77,80,1019,New York
25-Jan-2021 03:00:00,28.65,305,10.29,80,1019,New York
25-Jan-2021 06:00:00,27.88,310,9.57,80,1019,New York
25-Jan-2021 09:00:00,27.27,309,9.73,80,1018,New York
25-Jan-2021 12:00:00,26.94,323,8.99,80,1019,New York
25-Jan-2021 15:00:00,29.3,328,7.47,79,1019,New York
25-Jan-2021 18:00:00,33.75,350,6.17,71,1016,New York
25-Jan-2021 21:00:00,34.3,358,3.13,71,1016,New York
26-Jan-2021 00:00:00,32.47,56,5.64,75,1015,New York
26-Jan-2021 03:00:00,32,22,6.78,77,1015,New York
26-Jan-2021 06:00:00,31.19,22,8.34,79,1014,New York
26-Jan-2021 09:00:00,30.42,36,9.91,81,1012,New York
26-Jan-2021 12:00:00,29.82,21,9.44,82,1013,New York
26-Jan-2021 15:00:00,30.02,18,8.77,83,1014,New York
26-Jan-2021 18:00:00,32.16,8,7.18,79,1014,New York
26-Jan-2021 21:00:00,33.98,2,8.39,71,1015,New York
27-Jan-2021 00:00:00,31.87,9,6.15,79,1019,New York
22-Jan-2021 03:00:00,38.89,252,8.3,64,1004,Philadelphia
22-Jan-2021 06:00:00,38.17,265,9.95,71,1005,Philadelphia
22-Jan-2021 09:00:00,36.72,272,10.36,76,1006,Philadelphia
22-Jan-2021 12:00:00,35.02,260,8.99,81,1007,Philadelphia
22-Jan-2021 15:00:00,40.48,267,12.03,65,1008,Philadelphia
22-Jan-2021 18:00:00,42.93,278,13.27,58,1008,Philadelphia
22-Jan-2021 21:00:00,40.62,286,13.35,63,1009,Philadelphia
23-Jan-2021 00:00:00,36.86,297,12.73,72,1012,Philadelphia
23-Jan-2021 03:00:00,31.98,311,13.04,81,1014,Philadelphia
23-Jan-2021 06:00:00,29.23,305,12.01,83,1015,Philadelphia
23-Jan-2021 09:00:00,27.93,303,13.09,80,1017,Philadelphia
23-Jan-2021 12:00:00,27.05,309,12.46,80,1018,Philadelphia
23-Jan-2021 15:00:00,28.42,308,14.9,76,1019,Philadelphia
23-Jan-2021 18:00:00,31.33,310,16.17,72,1020,Philadelphia
23-Jan-2021 21:00:00,30.85,316,14.16,73,1020,Philadelphia
24-Jan-2021 00:00:00,27.97,316,13.67,76,1023,Philadelphia
24-Jan-2021 03:00:00,26.28,314,12.84,78,1024,Philadelphia
24-Jan-2021 06:00:00,25.32,314,12.17,78,1023,Philadelphia
24-Jan-2021 09:00:00,24.21,317,11.21,78,1023,Philadelphia
24-Jan-2021 12:00:00,23.49,316,9.44,79,1023,Philadelphia
24-Jan-2021 15:00:00,26.17,305,8.34,77,1023,Philadelphia
24-Jan-2021 18:00:00,31.86,297,8.12,73,1021,Philadelphia
24-Jan-2021 21:00:00,33.33,300,7.49,71,1020,Philadelphia
25-Jan-2021 00:00:00,30.7,304,3.78,78,1021,Philadelphia
25-Jan-2021 03:00:00,30.54,304,3.91,79,1020,Philadelphia
25-Jan-2021 06:00:00,30.2,327,2.91,81,1019,Philadelphia
25-Jan-2021 09:00:00,29.89,358,3.47,82,1018,Philadelphia
25-Jan-2021 12:00:00,29.48,353,4.03,83,1019,Philadelphia
25-Jan-2021 15:00:00,31.69,356,5.03,81,1019,Philadelphia
25-Jan-2021 18:00:00,35.6,331,2.59,71,1017,Philadelphia
25-Jan-2021 21:00:00,34.68,39,2.73,74,1016,Philadelphia
26-Jan-2021 00:00:00,33.89,42,5.99,77,1015,Philadelphia
26-Jan-2021 03:00:00,33.12,74,3.49,81,1015,Philadelphia
26-Jan-2021 06:00:00,32.13,60,5.95,87,1013,Philadelphia
26-Jan-2021 09:00:00,31.23,55,5.39,86,1011,Philadelphia
26-Jan-2021 12:00:00,29.77,40,9.04,90,1012,Philadelphia
26-Jan-2021 15:00:00,28.6,39,8.43,97,1013,Philadelphia
26-Jan-2021 18:00:00,30.31,34,7.56,96,1014,Philadelphia
26-Jan-2021 21:00:00,33.31,358,3.56,89,1016,Philadelphia
27-Jan-2021 00:00:00,29.98,313,3.69,94,1019,Philadelphia
22-Jan-2021 03:00:00,63.97,205,4.21,44,1016,Los Angeles
22-Jan-2021 06:00:00,61.81,133,5.64,53,1017,Los Angeles
22-Jan-2021 09:00:00,59.05,135,6.44,69,1016,Los Angeles
22-Jan-2021 12:00:00,57.78,129,7.43,73,1015,Los Angeles
22-Jan-2021 15:00:00,57.24,133,8.86,75,1015,Los Angeles
22-Jan-2021 18:00:00,60.03,141,11.74,59,1015,Los Angeles
22-Jan-2021 21:00:00,61.9,197,11.14,45,1012,Los Angeles
23-Jan-2021 00:00:00,57.61,221,10.69,60,1012,Los Angeles
23-Jan-2021 03:00:00,55.78,223,8.08,70,1013,Los Angeles
23-Jan-2021 06:00:00,54.09,243,8.05,62,1013,Los Angeles
23-Jan-2021 09:00:00,53.11,264,5.37,61,1013,Los Angeles
23-Jan-2021 12:00:00,52.52,155,1.63,62,1012,Los Angeles
23-Jan-2021 15:00:00,52.75,200,3.44,64,1012,Los Angeles
23-Jan-2021 18:00:00,54.88,224,6.58,57,1012,Los Angeles
23-Jan-2021 21:00:00,52.09,214,2.68,60,1011,Los Angeles
24-Jan-2021 00:00:00,53.82,210,4.79,55,1011,Los Angeles
24-Jan-2021 03:00:00,51.44,4,7.45,63,1012,Los Angeles
24-Jan-2021 06:00:00,50.63,40,7.83,63,1012,Los Angeles
24-Jan-2021 09:00:00,50.11,65,4.21,64,1012,Los Angeles
24-Jan-2021 12:00:00,49.51,111,1.61,63,1012,Los Angeles
24-Jan-2021 15:00:00,49.21,37,0.31,63,1014,Los Angeles
24-Jan-2021 18:00:00,53.82,158,4.43,53,1014,Los Angeles
24-Jan-2021 21:00:00,58.15,197,7.34,44,1012,Los Angeles
25-Jan-2021 00:00:00,56.61,203,8.9,49,1011,Los Angeles
25-Jan-2021 03:00:00,53.78,232,5.68,61,1011,Los Angeles
25-Jan-2021 06:00:00,52.38,226,8.9,68,1011,Los Angeles
25-Jan-2021 09:00:00,51.48,208,5.21,65,1009,Los Angeles
25-Jan-2021 12:00:00,48.4,199,4.92,76,1007,Los Angeles
25-Jan-2021 15:00:00,48.13,105,4.52,77,1007,Los Angeles
25-Jan-2021 18:00:00,48.4,290,8.1,66,1006,Los Angeles
25-Jan-2021 21:00:00,51.62,292,2.55,50,1004,Los Angeles
26-Jan-2021 00:00:00,52.47,348,9.69,44,1003,Los Angeles
26-Jan-2021 03:00:00,49.51,348,19.75,49,1004,Los Angeles
26-Jan-2021 06:00:00,48.76,339,8.9,50,1007,Los Angeles
26-Jan-2021 09:00:00,47.59,354,12.26,51,1008,Los Angeles
26-Jan-2021 12:00:00,45.5,357,13.89,54,1010,Los Angeles
26-Jan-2021 15:00:00,45.45,355,13.38,52,1013,Los Angeles
26-Jan-2021 18:00:00,50.38,333,10.71,42,1015,Los Angeles
26-Jan-2021 21:00:00,55.49,297,7.11,34,1016,Los Angeles
27-Jan-2021 00:00:00,54.14,243,9.71,39,1016,Los Angeles
22-Jan-2021 03:00:00,35.47,272,10.13,71,1003,Detroit
22-Jan-2021 06:00:00,32.65,274,10.18,84,1005,Detroit
22-Jan-2021 09:00:00,28.6,307,10.8,91,1008,Detroit
22-Jan-2021 12:00:00,24.35,304,12.24,89,1011,Detroit
22-Jan-2021 15:00:00,23.2,303,12.39,86,1014,Detroit
22-Jan-2021 18:00:00,24.15,297,12.15,85,1016,Detroit
22-Jan-2021 21:00:00,23.79,297,12.19,84,1017,Detroit
23-Jan-2021 00:00:00,21.58,303,11.48,85,1020,Detroit
23-Jan-2021 03:00:00,19.4,310,11.56,86,1022,Detroit
23-Jan-2021 06:00:00,17.94,311,9.89,85,1023,Detroit
23-Jan-2021 09:00:00,17.46,311,9.42,86,1025,Detroit
23-Jan-2021 12:00:00,17.02,315,7.81,86,1027,Detroit
23-Jan-2021 15:00:00,18.63,312,6.53,85,1029,Detroit
23-Jan-2021 18:00:00,23.07,302,5.39,82,1029,Detroit
23-Jan-2021 21:00:00,25.09,307,4.56,83,1028,Detroit
24-Jan-2021 00:00:00,23.85,329,2.13,86,1029,Detroit
24-Jan-2021 03:00:00,23.86,341,0.81,87,1029,Detroit
24-Jan-2021 06:00:00,24.12,122,3.78,87,1027,Detroit
24-Jan-2021 09:00:00,23.95,130,4.74,88,1025,Detroit
24-Jan-2021 12:00:00,24.82,145,5.86,90,1024,Detroit
24-Jan-2021 15:00:00,25.32,154,8.14,96,1023,Detroit
24-Jan-2021 18:00:00,28.17,157,8.77,93,1020,Detroit
24-Jan-2021 21:00:00,28.18,163,4.09,97,1018,Detroit
25-Jan-2021 00:00:00,27.01,130,0.92,98,1019,Detroit
25-Jan-2021 03:00:00,26.33,357,1.59,98,1019,Detroit
25-Jan-2021 06:00:00,25.56,10,3.58,98,1019,Detroit
25-Jan-2021 09:00:00,24.76,30,4.61,97,1019,Detroit
25-Jan-2021 12:00:00,24.4,35,5.3,97,1020,Detroit
25-Jan-2021 15:00:00,27.16,52,8.75,97,1018,Detroit
25-Jan-2021 18:00:00,30.6,69,8.21,95,1017,Detroit
25-Jan-2021 21:00:00,30.49,55,10.58,94,1015,Detroit
26-Jan-2021 00:00:00,28.04,44,11.95,94,1015,Detroit
26-Jan-2021 03:00:00,27.63,50,12.53,93,1016,Detroit
26-Jan-2021 06:00:00,27.01,42,14.05,92,1015,Detroit
26-Jan-2021 09:00:00,26.67,34,11.59,92,1016,Detroit
26-Jan-2021 12:00:00,26.29,21,8.41,95,1018,Detroit
26-Jan-2021 15:00:00,27.07,4,9.35,95,1021,Detroit
26-Jan-2021 18:00:00,29.26,358,8.25,92,1022,Detroit
26-Jan-2021 21:00:00,28.83,356,7.34,91,1023,Detroit
27-Jan-2021 00:00:00,24.98,355,6.78,92,1026,Detroit
22-Jan-2021 03:00:00,51.64,254,6.85,70,1016,San Francisco
22-Jan-2021 06:00:00,51.42,223,6.73,77,1016,San Francisco
22-Jan-2021 09:00:00,50.74,203,7.52,82,1014,San Francisco
22-Jan-2021 12:00:00,50.99,247,8.95,86,1013,San Francisco
22-Jan-2021 15:00:00,50.72,271,10.33,74,1012,San Francisco
22-Jan-2021 18:00:00,51.51,219,11.97,75,1013,San Francisco
22-Jan-2021 21:00:00,53.78,276,5.41,68,1012,San Francisco
23-Jan-2021 00:00:00,53.15,333,10.8,71,1012,San Francisco
23-Jan-2021 03:00:00,50.09,306,7.83,76,1011,San Francisco
23-Jan-2021 06:00:00,49.3,323,4.76,77,1013,San Francisco
23-Jan-2021 09:00:00,47.93,5,7.99,80,1012,San Francisco
23-Jan-2021 12:00:00,46.69,45,11.95,85,1013,San Francisco
23-Jan-2021 15:00:00,46.17,22,7.85,79,1013,San Francisco
23-Jan-2021 18:00:00,48.45,344,4.7,70,1015,San Francisco
23-Jan-2021 21:00:00,51.75,303,5.93,62,1014,San Francisco
24-Jan-2021 00:00:00,52.43,281,9.17,66,1013,San Francisco
24-Jan-2021 03:00:00,50.16,300,8.3,76,1013,San Francisco
24-Jan-2021 06:00:00,49.77,290,3.51,79,1014,San Francisco
24-Jan-2021 09:00:00,48.97,302,1.36,79,1014,San Francisco
24-Jan-2021 12:00:00,47.43,282,2.57,81,1013,San Francisco
